Z,N,A,element,level_index,level_energy_keV,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw
61,90,151,Pm,0,0.0,5/2+,-73386.26,,102240.0,chart,False,False,B-,B- = 100 
61,91,152,Pm,0,0.0,1+,-71254.468,,246.0,chart,False,False,B-,B- = 100 
61,91,152,Pm,1,150.0,4-,-71104.468,,451.2,wallet,False,False,B-,B- = 100 
61,91,152,Pm,2,0.0,(8),-71254.468,,900.0,wallet,False,False,B-,"B- = 100 ,IT = 0 "
61,92,153,Pm,0,0.0,5/2-,-70648.003,,315.0,chart,False,False,B-,B- = 100 
61,93,154,Pm,0,0.0,"(3),(4)",-68266.602,,160.8,chart,False,False,B-,B- = 100 
61,93,154,Pm,1,198.0,"(0-),(1-)",-68068.602,,102.0,wallet,False,False,B-,B- = 100 
61,94,155,Pm,0,0.0,5/2-,-66940.006,,41.5,chart,False,False,B-,B- = 100 
61,95,156,Pm,0,0.0,4(+),-64166.847,,27.8,chart,False,False,B-,B- = 100 
61,95,156,Pm,1,150.3,1(+),-64016.547,,5.0,wallet,False,False,IT,"B- ~ 2 ,IT ~ 98 "
61,96,157,Pm,0,0.0,(5/2-),-62297.116,,10.56,chart,False,False,B-,B- = 100 
61,97,158,Pm,0,0.0,,-59106.143,,4.8,chart,False,False,B-,B- = 100 
61,98,159,Pm,0,0.0,,-56554.351,,1.634,chart,False,False,B-,"B- = 100 ,B-n = 0.6 "
61,99,160,Pm,0,0.0,,-52894.639,,0.725,chart,False,False,B-,"B- = 100 ,B-n = 0.1 "
61,99,160,Pm,1,191.0,,-52703.639,,0.7000000000000001,wallet,False,False,B-,"B-?,IT?"
61,100,161,Pm,0,0.0,(5/2-),-50086.589,,0.73,chart,False,False,B-,"B- = 100 ,B-n = 1.09 0.11"
61,101,162,Pm,0,0.0,,-46040.0,,0.474,chart,False,False,B-,"B- = 100 ,B-n = 1.79 0.19"
61,102,163,Pm,0,0.0,,-42960.0,,0.363,chart,False,False,B-,"B- = 100 ,B-n = 5 0.74"
61,103,164,Pm,0,0.0,,-38360.0,,0.28,chart,False,False,B-,"B- = 100,B-n = 6.2 1.8"
61,104,165,Pm,0,0.0,,-34670.0,,0.297,chart,False,False,B-,"B- = 100,B-n = 13.3 6.2"
61,105,166,Pm,0,0.0,,,,0.228,wallet,False,False,B-,"B-n = 52 ,B-2n?,B- = 100"
62,67,129,Sm,0,0.0,"(1/2+),(3/2+)",-42330.0,,0.55,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 "
62,68,130,Sm,0,0.0,0+,-47700.0,,,none,False,False,EC_BP,EC+B+?
62,69,131,Sm,0,0.0,,-50280.0,,1.2,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 "
62,70,132,Sm,0,0.0,0+,-55140.0,,4.0,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
62,71,133,Sm,0,0.0,(5/2+),-57231.0,,2.9,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 "
62,71,133,Sm,1,0.0,(1/2-),-57231.0,,3.4,wallet,False,False,EC_BP,"EC+B+?,IT?,ECp?"
62,72,134,Sm,0,0.0,0+,-61376.0,,9.5,chart,False,False,EC_BP,EC+B+ = 100 
62,73,135,Sm,0,0.0,"(3/2+),(5/2+)",-62857.222,,10.3,chart,False,False,EC_BP,"ECp = 0.02 0.01,EC+B+ = 100 "
62,74,136,Sm,0,0.0,0+,-66810.899,,45.0,chart,False,False,EC_BP,EC+B+ = 100 
62,75,137,Sm,0,0.0,(9/2-),-67991.655,,45.0,chart,False,False,EC_BP,EC+B+ = 100 
62,76,138,Sm,0,0.0,0+,-71497.772,,186.0,chart,False,False,EC_BP,EC+B+ = 100 
62,77,139,Sm,0,0.0,1/2+,-72380.229,,154.2,chart,False,False,EC_BP,EC+B+ = 100 
62,77,139,Sm,1,457.38,11/2-,-71922.849,,10.7,wallet,False,False,IT,"IT = 93.7 0.5,EC+B+ = 6.3 0.5"
62,78,140,Sm,0,0.0,0+,-75455.945,,886.8,chart,False,False,EC_BP,EC+B+ = 100 
62,79,141,Sm,0,0.0,1/2+,-75933.959,,624.0,chart,False,False,EC_BP,EC+B+ = 100 
62,79,141,Sm,1,175.9,11/2-,-75758.05900000001,,1356.0,wallet,False,False,EC_BP,"IT = 0.31 0.03,EC+B+ = 99.69 0.03"
62,80,142,Sm,0,0.0,0+,-78981.93,,4348.8,chart,False,False,EC_BP,EC+B+ = 100 
62,81,143,Sm,0,0.0,3/2+,-79517.135,,529.8,chart,False,False,EC_BP,EC+B+ = 100 
62,81,143,Sm,1,753.99,11/2-,-78763.14499999999,,66.0,wallet,False,False,IT,"IT = 99.76 0.05,EC+B+ = 0.24 0.05"
62,82,144,Sm,0,0.0,0+,-81965.626,3.08,,none,True,False,STABLE,
62,83,145,Sm,0,0.0,7/2-,-80651.407,,29376000.0,chart,False,False,EC_BP,EC = 100 
62,84,146,Sm,0,0.0,0+,-80996.36,,2145916800000000.0,chart,False,False,ALPHA,a = 100
62,85,147,Sm,0,0.0,7/2-,-79266.048,15.0,3.3703408845552886e+18,chart,False,False,ALPHA,a = 100
62,86,148,Sm,0,0.0,0+,-79336.067,,2.159204210526316e+23,chart,False,False,ALPHA,a = 100
62,87,149,Sm,0,0.0,7/2-,-77135.898,13.82,,none,True,False,STABLE,
62,88,150,Sm,0,0.0,0+,-77051.336,7.37,,none,True,False,STABLE,
62,89,151,Sm,0,0.0,5/2-,-74576.48,,2985348960.0,chart,False,False,B-,B- = 100 
62,90,152,Sm,0,0.0,0+,-74762.977,26.74,,none,True,False,STABLE,
62,91,153,Sm,0,0.0,3/2+,-72560.059,,166618.80000000002,chart,False,False,B-,B- = 100 
62,92,154,Sm,0,0.0,0+,-72455.564,22.74,,none,True,False,STABLE,
62,93,155,Sm,0,0.0,3/2-,-70191.206,,1330.9199999999998,chart,False,False,B-,B- = 100 
62,94,156,Sm,0,0.0,0+,-69360.735,,33840.0,chart,False,False,B-,B- = 100 
62,95,157,Sm,0,0.0,(3/2-),-66677.654,,482.4,chart,False,False,B-,B- = 100 
62,96,158,Sm,0,0.0,0+,-65251.849,,319.20000000000005,chart,False,False,B-,B- = 100 
62,97,159,Sm,0,0.0,5/2-,-62207.849,,11.37,chart,False,False,B-,B- = 100 
62,98,160,Sm,0,0.0,0+,-60233.172,,9.6,chart,False,False,B-,B- = 100 
62,99,161,Sm,0,0.0,(7/2+),-56672.043,,4.63,chart,False,False,B-,B- = 100 
62,100,162,Sm,0,0.0,0+,-54379.053,,3.09,chart,False,False,B-,B- = 100 
62,101,163,Sm,0,0.0,,-50599.612,,1.67,chart,False,False,B-,"B- = 100 ,B-n = 0.1 "
62,102,164,Sm,0,0.0,0+,-47925.314,,1.42,chart,False,False,B-,"B- = 100 ,B-n = 0.7 "
62,103,165,Sm,0,0.0,,-43510.0,,0.614,chart,False,False,B-,"B- = 100 ,B-n = 1.36 0.4"
62,104,166,Sm,0,0.0,0+,-40450.0,,0.399,chart,False,False,B-,"B- = 100 ,B-n = 4.4 1.4"
62,105,167,Sm,0,0.0,,-35330.0,,0.334,chart,False,False,B-,"B- = 100,B-n = 16 "
62,106,168,Sm,0,0.0,0+,-31640.0,,0.353,chart,False,False,B-,"B- = 100,B-n = 21 "
63,67,130,Eu,0,0.0,(1+),-33513.0,,0.0009,chart,False,False,OTHER,p ~ 100 
63,68,131,Eu,0,0.0,3/2+,-39464.0,,0.0178,chart,False,False,OTHER,"p = 0 ,EC+B+?"
63,69,132,Eu,0,0.0,,-42200.0,,,none,False,False,EC_BP,"ECp?,EC+B+?"
63,71,134,Eu,0,0.0,,-49800.0,,0.5,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 "
63,72,135,Eu,0,0.0,,-54148.0,,1.5,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
63,73,136,Eu,0,0.0,(7+),-56244.0,,3.3,chart,False,False,EC_BP,"ECp ~ 0.09 ,EC+B+ = 100 "
63,73,136,Eu,1,0.0,(3+),-56244.0,,3.8,wallet,False,False,EC_BP,"ECp ~ 0.09 ,EC+B+ = 100"
63,74,137,Eu,0,0.0,(11/2-),-60145.904,,11.0,chart,False,False,EC_BP,EC+B+ = 100 
63,75,138,Eu,0,0.0,(6-),-61749.676,,12.1,chart,False,False,EC_BP,EC+B+ = 100 
63,76,139,Eu,0,0.0,(11/2)-,-65398.051,,17.9,chart,False,False,EC_BP,EC+B+ = 100 
63,77,140,Eu,0,0.0,1+,-66985.945,,1.51,chart,False,False,EC_BP,EC+B+ = 100 
63,77,140,Eu,1,210.0,(5-),-66775.945,,0.125,wallet,False,False,IT,"IT = 99 ,EC+B+ = 1 "
63,78,141,Eu,0,0.0,5/2+,-69925.647,,40.7,chart,False,False,EC_BP,EC+B+ = 100 
63,78,141,Eu,1,96.45,11/2-,-69829.197,,3.0,wallet,False,False,IT,"IT = 87 +2-4,EC+B+ = 13 +4-2"
63,79,142,Eu,0,0.0,1+,-71308.93,,2.36,chart,False,False,EC_BP,EC+B+ = 100 
63,79,142,Eu,1,520.0,8-,-70788.93,,73.38000000000001,wallet,False,False,EC_BP,EC+B+ = 100 
63,80,143,Eu,0,0.0,5/2+,-74241.311,,156.0,chart,False,False,EC_BP,EC+B+ = 100 
63,81,144,Eu,0,0.0,1+,-75619.175,,10.2,chart,False,False,EC_BP,EC+B+ = 100
63,82,145,Eu,0,0.0,5/2+,-77991.524,,512352.0,chart,False,False,EC_BP,EC+B+ = 100 
63,83,146,Eu,0,0.0,4-,-77117.603,,398304.0,chart,False,False,EC_BP,EC+B+ = 100 
63,84,147,Eu,0,0.0,5/2+,-77544.611,,2082240.0,chart,False,False,EC_BP,"a = 0.0022 0.0006,EC = 99.9978 0.0006"
63,85,148,Eu,0,0.0,5-,-76297.482,,4700160.0,chart,False,False,EC_BP,"a = 9.4e-7 2.8e-7,EC+B+ = 100 "
63,86,149,Eu,0,0.0,5/2+,-76441.317,,8043839.999999999,chart,False,False,EC_BP,EC = 100 
63,87,150,Eu,0,0.0,5-,-74792.369,,1155008160.0,chart,False,False,EC_BP,EC+B+ = 100 
63,87,150,Eu,1,41.7,0-,-74750.66900000001,,46080.0,wallet,False,False,B-,"B- = 89 2,EC+B+ = 11 2"
63,88,151,Eu,0,0.0,5/2+,-74653.098,47.81,1.4516496e+26,chart,False,False,ALPHA,a = 100
63,89,152,Eu,0,0.0,3-,-72888.5,,426564079.2,chart,False,False,EC_BP,"B- = 27.92 0.13,EC+B+ = 72.08 0.13"
63,89,152,Eu,1,45.5998,0-,-72842.9002,,33521.76,wallet,False,False,B-,"B- = 73 3,EC+B+ = 27 3"
63,89,152,Eu,2,147.86,8-,-72740.64,,5748.0,wallet,False,False,IT,IT = 100 
63,90,153,Eu,0,0.0,5/2+,-73367.466,52.19,,none,True,False,STABLE,
63,91,154,Eu,0,0.0,3-,-71738.367,,271111341.6,chart,False,False,B-,"B- = 99.982 0.012,EC+B+ = 0.018 0.012"
63,91,154,Eu,1,145.3,8-,-71593.067,,2778.0,wallet,False,False,IT,IT = 100 
63,92,155,Eu,0,0.0,5/2+,-71818.337,,149646139.2,chart,False,False,B-,B- = 100 
63,93,156,Eu,0,0.0,0+,-70082.844,,1309824.0,chart,False,False,B-,B- = 100 
63,94,157,Eu,0,0.0,5/2+,-69459.134,,54648.0,chart,False,False,B-,B- = 100 
63,95,158,Eu,0,0.0,(1-),-67270.461,,2754.0,chart,False,False,B-,B- = 100 
63,96,159,Eu,0,0.0,5/2+,-66043.386,,1086.0,chart,False,False,B-,B- = 100 
63,97,160,Eu,0,0.0,(5-),-63493.449,,42.6,chart,False,False,B-,B- = 100 
63,97,160,Eu,1,93.0,(1-),-63400.449,,30.8,wallet,False,False,B-,B- = 100
63,98,161,Eu,0,0.0,(5/2+),-61791.601,,26.0,chart,False,False,B-,B- = 100 
63,99,162,Eu,0,0.0,(1+),-58722.944,,11.7,chart,False,False,B-,B- = 100 
63,99,162,Eu,1,159.8,(6+),-58563.144,,12.0,wallet,False,False,B-,B- = 100
63,100,163,Eu,0,0.0,,-56573.819,,7.7,chart,False,False,B-,B- = 100 
63,101,164,Eu,0,0.0,(3-),-53232.146,,4.08,chart,False,False,B-,B- = 100 
63,102,165,Eu,0,0.0,,-50729.103,,2.25,chart,False,False,B-,"B- = 100 ,B-n = 0.4 "
63,103,166,Eu,0,0.0,,-46749.0,,1.29,chart,False,False,B-,"B- = 100 ,B-n = 0.63 0.17"
63,104,167,Eu,0,0.0,,-43770.0,,0.862,chart,False,False,B-,"B- = 100 ,B-n = 1.95 0.38"
63,105,168,Eu,0,0.0,,-39250.0,,0.44,chart,False,False,B-,"B- = 100 ,B-n = 3.95 0.83"
63,106,169,Eu,0,0.0,,-35660.0,,0.389,chart,False,False,B-,"B- = 100,B-n = 14.6 +5.8-5.1"
63,107,170,Eu,0,0.0,,-30860.0,,0.197,chart,False,False,B-,"B- = 100,B-n = 24 "
64,70,134,Gd,0,0.0,0+,-41530.0,,,none,False,False,EC_BP,"ECp?,EC+B+?"
64,71,135,Gd,0,0.0,(5/2+),-44250.0,,1.1,chart,False,False,EC_BP,"ECp ~ 2 ,EC+B+ = 100 "
64,72,136,Gd,0,0.0,0+,-49090.0,,,none,False,False,EC_BP,"ECp?,EC+B+?"
64,73,137,Gd,0,0.0,(7/2),-51214.0,,2.2,chart,False,False,EC_BP,"ECp ~ 2 ,EC+B+ = 100 "
64,74,138,Gd,0,0.0,0+,-55660.0,,4.7,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
64,75,139,Gd,0,0.0,(9/2-),-57632.0,,5.6,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 "
64,75,139,Gd,1,250.0,(1/2+),-57382.0,,4.8,wallet,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 "
64,76,140,Gd,0,0.0,0+,-61782.278,,15.8,chart,False,False,EC_BP,EC+B+ = 100
64,77,141,Gd,0,0.0,1/2+,-63224.231,,17.0,chart,False,False,EC_BP,"ECp = 0.03 0.01,EC+B+ = 100 "
64,77,141,Gd,1,377.76,11/2-,-62846.471,,24.4,wallet,False,False,EC_BP,"IT = 11 2,EC+B+ = 89 2"
64,78,142,Gd,0,0.0,0+,-66959.522,,70.2,chart,False,False,EC_BP,EC+B+ = 100
64,79,143,Gd,0,0.0,(1/2)+,-68231.311,,39.0,chart,False,False,EC_BP,EC+B+ = 100 
64,79,143,Gd,1,152.6,11/2-,-68078.711,,110.0,wallet,False,False,EC_BP,EC+B+ = 100 
64,80,144,Gd,0,0.0,0+,-71759.511,,268.8,chart,False,False,EC_BP,EC+B+ = 100
64,81,145,Gd,0,0.0,1/2+,-72926.626,,1392.0,chart,False,False,EC_BP,EC+B+ = 100 
64,81,145,Gd,1,749.1,11/2-,-72177.526,,85.0,wallet,False,False,IT,"IT = 94.3 0.5,EC+B+ = 5.7 0.5"
64,82,146,Gd,0,0.0,0+,-76085.823,,4170528.000000001,chart,False,False,EC_BP,EC+B+ = 100 
64,83,147,Gd,0,0.0,7/2-,-75356.928,,137016.0,chart,False,False,EC_BP,EC+B+ = 100 
64,84,148,Gd,0,0.0,0+,-76269.419,,2742355440.0,chart,False,False,ALPHA,a = 100
64,85,149,Gd,0,0.0,7/2-,-75127.173,,801792.0,chart,False,False,EC_BP,"a = 0.00042 0.00009,EC+B+ = 100 "
64,86,150,Gd,0,0.0,0+,-75764.051,,56387119680000.0,chart,False,False,ALPHA,a = 100
64,87,151,Gd,0,0.0,7/2-,-74188.92,,10756800.0,chart,False,False,EC_BP,"a ~ 8e-7 ,EC = 100 "
64,88,152,Gd,0,0.0,0+,-74707.304,0.2,3.4082208e+21,chart,False,False,ALPHA,a = 100
64,89,153,Gd,0,0.0,3/2-,-72882.944,,20771424.0,chart,False,False,EC_BP,EC = 100 
64,90,154,Gd,0,0.0,0+,-73706.358,2.18,,none,True,False,STABLE,
64,91,155,Gd,0,0.0,3/2-,-72070.298,14.8,,none,True,False,STABLE,
64,92,156,Gd,0,0.0,0+,-72535.333,20.47,,none,True,False,STABLE,
64,93,157,Gd,0,0.0,3/2-,-70823.896,15.65,,none,True,False,STABLE,
64,94,158,Gd,0,0.0,0+,-70689.969,24.84,,none,True,False,STABLE,
64,95,159,Gd,0,0.0,3/2-,-68561.857,,66524.4,chart,False,False,B-,B- = 100 
64,96,160,Gd,0,0.0,0+,-67942.06,21.86,,none,True,False,STABLE,
64,97,161,Gd,0,0.0,5/2-,-65506.142,,219.6,chart,False,False,B-,B- = 100 
64,98,162,Gd,0,0.0,0+,-64280.72,,503.4,chart,False,False,B-,B- = 100 
64,99,163,Gd,0,0.0,(7/2+),-61388.591,,68.0,chart,False,False,B-,B- = 100 
64,99,163,Gd,1,137.8,(1/2-),-61250.791,,23.5,wallet,False,False,B-,"B-?,IT?"
64,100,164,Gd,0,0.0,0+,-59693.688,,45.0,chart,False,False,B-,B- = 100 
64,101,165,Gd,0,0.0,,-56525.782,,11.6,chart,False,False,B-,B- = 100 
64,102,166,Gd,0,0.0,0+,-54370.926,,5.0,chart,False,False,B-,B- = 100 
64,103,167,Gd,0,0.0,,-50775.732,,4.26,chart,False,False,B-,B- = 100 
64,104,168,Gd,0,0.0,0+,-48150.0,,3.02,chart,False,False,B-,B- = 100 
64,105,169,Gd,0,0.0,,-43890.0,,0.892,chart,False,False,B-,"B- = 100 ,B-n = 0.7 "
64,106,170,Gd,0,0.0,0+,-40850.0,,0.616,chart,False,False,B-,"B- = 100 ,B-n = 3 "
64,107,171,Gd,0,0.0,,-36210.0,,0.392,chart,False,False,B-,"B- = 100,B-n = 10 "
64,108,172,Gd,0,0.0,0+,-32970.0,,0.163,chart,False,False,B-,"B- = 100,B-n = 50 "
65,70,135,Tb,0,0.0,(7/2-),-33053.0,,0.00094,chart,False,False,OTHER,p ~ 100 
65,73,138,Tb,0,0.0,,-43600.0,,,none,False,False,EC_BP,"ECp?,EC+B+?"
65,74,139,Tb,0,0.0,,-48130.0,,1.6,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
65,75,140,Tb,0,0.0,(7+),-50482.278,,2.3,chart,False,False,EC_BP,"ECp = 0.26 0.13,EC+B+ = 100"
65,76,141,Tb,0,0.0,(5/2-),-54540.843,,3.5,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
65,77,142,Tb,0,0.0,1+,-56559.522,,0.597,chart,False,False,EC_BP,"ECp = 0.0022 0.0011,EC+B+ = 100 "
65,77,142,Tb,1,279.7,5-,-56279.822,,0.303,wallet,False,False,IT,IT = 100 
65,78,143,Tb,0,0.0,(11/2-),-60419.192,,12.0,chart,False,False,EC_BP,EC+B+ = 100 
65,78,143,Tb,1,0.0,,-60419.192,,17.0,wallet,False,False,IT,"IT?,EC+B+?"
65,79,144,Tb,0,0.0,1+,-62368.188,,1.0,chart,False,False,EC_BP,EC+B+ = 100
65,79,144,Tb,1,396.9,(6-),-61971.288,,4.29,wallet,False,False,IT,"IT ~ 66 ,EC+B+ ~ 34 "
65,80,145,Tb,0,0.0,(11/2-),-66399.693,,30.9,chart,False,False,EC_BP,EC+B+ = 100
65,81,146,Tb,0,0.0,1+,-67763.644,,8.0,chart,False,False,EC_BP,EC+B+ = 100 
65,81,146,Tb,1,0.0,5-,-67763.644,,24.1,wallet,False,False,EC_BP,EC+B+ = 100 
65,82,147,Tb,0,0.0,(1/2+),-70742.674,,5904.0,chart,False,False,EC_BP,EC+B+ = 100 
65,82,147,Tb,1,50.6,(11/2-),-70692.074,,109.80000000000001,wallet,False,False,EC_BP,EC+B+ = 100 
65,83,148,Tb,0,0.0,2-,-70536.947,,3600.0,chart,False,False,EC_BP,EC+B+ = 100 
65,83,148,Tb,1,90.1,(9)+,-70446.847,,132.6,wallet,False,False,EC_BP,EC+B+ = 100 
65,84,149,Tb,0,0.0,1/2+,-71488.639,,14832.0,chart,False,False,EC_BP,"a = 16.7 1.7,EC+B+ = 83.3 1.7"
65,84,149,Tb,1,35.78,11/2-,-71452.859,,250.2,wallet,False,False,EC_BP,"a = 0.022 0.003,EC+B+ = 99.978 0.003"
65,85,150,Tb,0,0.0,(2)-,-71105.789,,12528.0,chart,False,False,EC_BP,EC+B+ = 100 
65,85,150,Tb,1,461.0,9+,-70644.789,,348.0,wallet,False,False,EC_BP,"IT?,EC+B+ ~ 100 "
65,86,151,Tb,0,0.0,1/2(+),-71623.541,,63392.40000000001,chart,False,False,EC_BP,"a = 0.0095 0.0015,EC+B+ = 99.9905 0.0015"
65,86,151,Tb,1,99.53,(11/2-),-71524.011,,25.0,wallet,False,False,IT,"IT = 93.4 2,EC+B+ = 6.6 2"
65,87,152,Tb,0,0.0,2-,-70717.304,,62928.0,chart,False,False,EC_BP,EC+B+ = 100 
65,87,152,Tb,1,501.74,8+,-70215.564,,245.99999999999997,wallet,False,False,IT,"IT = 78.9 0.6,EC+B+ = 21.1 0.6"
65,88,153,Tb,0,0.0,5/2+,-71313.61,,202176.0,chart,False,False,EC_BP,EC+B+ = 100 
65,89,154,Tb,0,0.0,0,-70156.707,,77400.0,chart,False,False,EC_BP,EC+B+ ~ 100 
65,89,154,Tb,1,12.0,3-,-70144.707,,35978.4,wallet,False,False,EC_BP,"IT = 21.8 0.7,EC+B+ = 78.2 0.7"
65,89,154,Tb,2,200.0,7-,-69956.707,,81720.0,wallet,False,False,EC_BP,"IT = 1.8 0.6,EC+B+ = 98.2 0.6"
65,90,155,Tb,0,0.0,3/2+,-71250.439,,459648.0,chart,False,False,EC_BP,EC = 100 
65,91,156,Tb,0,0.0,3-,-70091.01,,462240.0,chart,False,False,EC_BP,EC+B+ = 100 
65,91,156,Tb,1,88.4,(0+),-70002.61,,18720.0,wallet,False,False,IT,"IT = 100 ,EC+B+ = 0 "
65,91,156,Tb,2,0.0,(7-),-70091.01,,87840.0,wallet,False,False,IT,IT = 100 
65,92,157,Tb,0,0.0,3/2+,-70763.848,,2240589600.0,chart,False,False,EC_BP,EC = 100 
65,93,158,Tb,0,0.0,3-,-69470.883,,5680368000.0,chart,False,False,EC_BP,"B- = 16.6 0.7,EC+B+ = 83.4 0.7"
65,93,158,Tb,1,110.3,0-,-69360.583,,10.7,wallet,False,False,IT,"EC+B+ = 0.01 ,IT = 100 ,B- = 0.6 "
65,94,159,Tb,0,0.0,3/2+,-69532.582,100.0,,none,True,False,STABLE,
65,95,160,Tb,0,0.0,3-,-67836.474,,6246720.0,chart,False,False,B-,B- = 100 
65,96,161,Tb,0,0.0,3/2+,-67461.778,,601205.76,chart,False,False,B-,B- = 100 
65,97,162,Tb,0,0.0,1-,-65879.548,,456.0,chart,False,False,B-,B- = 100 
65,97,162,Tb,1,285.5,,-65594.048,,,none,False,False,B-,"B-?,IT?"
65,98,163,Tb,0,0.0,3/2+,-64595.754,,1170.0,chart,False,False,B-,B- = 100 
65,99,164,Tb,0,0.0,(5+),-62104.983,,180.0,chart,False,False,B-,B- = 100 
65,99,164,Tb,1,145.0,,-61959.983,,,none,False,False,B-,"B-?,IT?"
65,100,165,Tb,0,0.0,(3/2+),-60588.849,,126.6,chart,False,False,B-,B- = 100 
65,101,166,Tb,0,0.0,(1-),-57808.778,,27.1,chart,False,False,B-,B- = 100 
65,102,167,Tb,0,0.0,(3/2+),-55883.082,,18.9,chart,False,False,B-,B- = 100 
65,103,168,Tb,0,0.0,(4-),-52781.181,,9.4,chart,False,False,B-,B- = 100 
65,104,169,Tb,0,0.0,,-50480.0,,5.13,chart,False,False,B-,B- = 100 
65,105,170,Tb,0,0.0,,-46710.0,,0.96,chart,False,False,B-,"B- = 100,B-n?"
65,106,171,Tb,0,0.0,,-43770.0,,1.24,chart,False,False,B-,"B- = 100 ,B-n?"
65,107,172,Tb,0,0.0,,-39690.0,,0.76,chart,False,False,B-,"B- = 100 ,B-n?"
65,108,173,Tb,0,0.0,,-36510.0,,,none,False,False,B-,"B- = 100,B-n?"
65,109,174,Tb,0,0.0,,-31970.0,,,none,False,False,B-,"B- = 100,B-n?"
66,73,139,Dy,0,0.0,(7/2+),-37700.0,,0.6,chart,False,False,EC_BP,"ECp ~ 11 ,EC+B+ = 100 "
66,74,140,Dy,0,0.0,0+,-42830.0,,,none,False,False,EC_BP,"ECp?,EC+B+?"
66,75,141,Dy,0,0.0,(9/2-),-45382.0,,1.0,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
66,76,142,Dy,0,0.0,0+,-50120.0,,2.3,chart,False,False,EC_BP,"ECp = 0.06 0.03,EC+B+ = 100"
66,77,143,Dy,0,0.0,(1/2+),-52168.949,,4.3,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 "
66,77,143,Dy,1,310.7,(11/2-),-51858.249,,3.0,wallet,False,False,EC_BP,"ECp?,EC+B+ = 100 "
66,78,144,Dy,0,0.0,0+,-56570.091,,9.1,chart,False,False,EC_BP,"ECp?,EC+B+ = 100"
66,79,145,Dy,0,0.0,(1/2+),-58242.607,,9.5,chart,False,False,EC_BP,"ECp ~ 50 ,EC+B+ = 100"
66,79,145,Dy,1,118.2,(11/2-),-58124.40700000001,,14.3,wallet,False,False,EC_BP,"ECp ~ 50 ,EC+B+ = 100 "
66,80,146,Dy,0,0.0,0+,-62554.928,,33.2,chart,False,False,EC_BP,EC+B+ = 100 
66,80,146,Dy,1,2934.5,10+,-59620.428,,0.15,wallet,False,False,IT,IT = 100 
66,81,147,Dy,0,0.0,(1/2+),-64196.047,,67.0,chart,False,False,EC_BP,"ECp = 0.05,EC+B+ = 99.95"
66,81,147,Dy,1,750.5,(11/2-),-63445.547,,55.2,wallet,False,False,EC_BP,"IT = 31.1 2.3,EC+B+ = 68.9 2.3"
66,82,148,Dy,0,0.0,0+,-67859.397,,192.0,chart,False,False,EC_BP,EC+B+ = 100 
66,83,149,Dy,0,0.0,7/2-,-67693.99,,252.0,chart,False,False,EC_BP,EC+B+ = 100 
66,83,149,Dy,1,2661.1,(27/2-),-65032.89000000001,,0.49,wallet,False,False,IT,"IT = 99.3 0.3,EC+B+ = 0.7 0.3"
66,84,150,Dy,0,0.0,0+,-69309.618,,430.2,chart,False,False,EC_BP,"a = 37 4,EC+B+ = 63 4"
66,85,151,Dy,0,0.0,7/2(-),-68752.388,,1080.0,chart,False,False,EC_BP,"a = 5.6 0.4,EC+B+ = 94.4 0.4"
66,86,152,Dy,0,0.0,0+,-70117.963,,8568.0,chart,False,False,EC_BP,"a = 0.1 0.007,EC+B+ = 99.9 0.007"
66,87,153,Dy,0,0.0,7/2(-),-69143.197,,23112.0,chart,False,False,EC_BP,"a = 0.0094 0.0014,EC+B+ = 99.9906 0.0014"
66,88,154,Dy,0,0.0,0+,-70394.015,,86783400000000.0,chart,False,False,ALPHA,a = 100
66,89,155,Dy,0,0.0,3/2-,-69155.939,,35712.0,chart,False,False,EC_BP,EC+B+ = 100 
66,90,156,Dy,0,0.0,0+,-70529.386,0.056,,none,True,False,STABLE,
66,91,157,Dy,0,0.0,3/2-,-69424.669,,29304.000000000004,chart,False,False,EC_BP,EC+B+ = 100 
66,92,158,Dy,0,0.0,0+,-70407.152,0.095,,none,True,False,STABLE,
66,93,159,Dy,0,0.0,3/2-,-69167.22,,12553920.000000002,chart,False,False,EC_BP,EC = 100 
66,94,160,Dy,0,0.0,0+,-69672.425,2.329,,none,True,False,STABLE,
66,95,161,Dy,0,0.0,5/2+,-68055.494,18.889,,none,True,False,STABLE,
66,96,162,Dy,0,0.0,0+,-68181.169,25.475,,none,True,False,STABLE,
66,97,163,Dy,0,0.0,5/2-,-66380.858,24.896,,none,True,False,STABLE,
66,98,164,Dy,0,0.0,0+,-65967.649,28.26,,none,True,False,STABLE,
