Z,N,A,element,name,spin_parity,mass_excess_keV,abundance,half_life_s,half_life_source,is_stable,is_resonance,dominant_mode,decay_modes_raw,N_over_Z
53,80,133,I,133I,7/2+,-85857.302,,74880.0,chart,False,False,B-,B- = 100 ,1.509433962264151
53,81,134,I,134I,(4)+,-84043.44,,3156.0,chart,False,False,B-,B- = 100 ,1.528301886792453
53,82,135,I,135I,7/2+,-83779.18,,23580.0,chart,False,False,B-,B- = 100 ,1.5471698113207548
53,83,136,I,136I,(1-),-79545.225,,83.4,chart,False,False,B-,B- = 100 ,1.5660377358490567
53,84,137,I,137I,(7/2+),-76356.268,,24.13,chart,False,False,B-,"B- = 100,B-n = 7.32 0.19",1.5849056603773586
53,85,138,I,138I,(1-),-71979.91,,6.303,chart,False,False,B-,"B- = 100,B-n = 5.39 0.11",1.6037735849056605
53,86,139,I,139I,(7/2+),-68470.964,,2.29,chart,False,False,B-,"B- = 100,B-n = 9.64 0.22",1.6226415094339623
53,87,140,I,140I,"(2-),(3)",-63606.223,,0.38,chart,False,False,B-,"B-n = 8.79 0.75,B-2n?,B- = 100",1.6415094339622642
53,88,141,I,141I,,-59926.666,,0.418,chart,False,False,B-,"B- = 100,B-n = 21.2 2.2",1.6603773584905661
53,89,142,I,142I,,-54802.969,,0.235,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.679245283018868
53,90,143,I,143I,,-50790.0,,0.182,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.6981132075471699
53,91,144,I,144I,,-45330.0,,0.094,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7169811320754718
53,92,145,I,145I,,-41130.0,,0.0897,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7358490566037736
53,93,146,I,146I,,-35540.0,,0.094,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7547169811320755
53,94,147,I,147I,,-31200.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.7735849056603774
54,54,108,Xe,108Xe,0+,-42632.357,,5.8e-05,chart,False,False,ALPHA,a = 100,1.0
54,55,109,Xe,109Xe,(7/2+),-46169.546,,0.013,chart,False,False,ALPHA,a = 100,1.0185185185185186
54,56,110,Xe,110Xe,0+,-51922.636,,0.093,chart,False,False,ALPHA,"EC+B+ = 36 35,a = 64 35,ECp?",1.037037037037037
54,57,111,Xe,111Xe,,-54520.0,,0.74,chart,False,False,EC_BP,"EC+B+ = 89.6 1.9,a = 10.4 1.9,ECp?",1.0555555555555556
54,58,112,Xe,112Xe,0+,-60026.348,,2.7,chart,False,False,EC_BP,"EC+B+ = 99.2 +0.5-1.1,a = 0.8 +1.1-0.5,ECp?",1.0740740740740742
54,59,113,Xe,113Xe,(5/2+),-62203.626,,2.74,chart,False,False,EC_BP,"EC+B+ ~ 100 ,a?,ECp = 7 4,ECa = 0.007 0.004",1.0925925925925926
54,60,114,Xe,114Xe,0+,-67085.899,,10.0,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 ",1.1111111111111112
54,61,115,Xe,115Xe,(5/2+),-68656.757,,18.0,chart,False,False,EC_BP,"ECa = 0.0003 0.0001,EC+B+ = 100,ECp = 0.34 0.06",1.1296296296296295
54,62,116,Xe,116Xe,0+,-73046.877,,58.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1481481481481481
54,63,117,Xe,117Xe,5/2+,-74185.347,,61.0,chart,False,False,EC_BP,"ECp = 0.0029 0.0006,EC+B+ = 100",1.1666666666666667
54,64,118,Xe,118Xe,0+,-78079.067,,228.0,chart,False,False,EC_BP,EC+B+ = 100,1.1851851851851851
54,65,119,Xe,119Xe,(5/2+),-78794.488,,348.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2037037037037037
54,66,120,Xe,120Xe,0+,-82172.434,,2760.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2222222222222223
54,67,121,Xe,121Xe,5/2(+),-82480.997,,2346.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2407407407407407
54,68,122,Xe,122Xe,0+,-85354.988,,72360.0,chart,False,False,EC_BP,EC = 100 ,1.2592592592592593
54,69,123,Xe,123Xe,1/2(+),-85248.258,,7379.999999999999,chart,False,False,EC_BP,EC+B+ = 100 ,1.2777777777777777
54,70,124,Xe,124Xe,0+,-87667.405,0.095,,none,True,False,STABLE,,1.2962962962962963
54,71,125,Xe,125Xe,1/2+,-87199.361,,61063.2,chart,False,False,EC_BP,EC+B+ = 100 ,1.3148148148148149
54,72,126,Xe,126Xe,0+,-89146.38687,0.089,,none,True,False,STABLE,,1.3333333333333333
54,73,127,Xe,127Xe,1/2+,-88320.883,,3140121.6,chart,False,False,EC_BP,EC = 100 ,1.3518518518518519
54,74,128,Xe,128Xe,0+,-89860.53427,1.91,,none,True,False,STABLE,,1.3703703703703705
54,75,129,Xe,129Xe,1/2+,-88696.06975,26.4,,none,True,False,STABLE,,1.3888888888888888
54,76,130,Xe,130Xe,0+,-89880.474,4.071,,none,True,False,STABLE,,1.4074074074074074
54,77,131,Xe,131Xe,3/2+,-88413.57492,21.232,,none,True,False,STABLE,,1.4259259259259258
54,78,132,Xe,132Xe,0+,-89278.97451,26.909,,none,True,False,STABLE,,1.4444444444444444
54,79,133,Xe,133Xe,3/2+,-87643.583,,453375.36,chart,False,False,B-,B- = 100 ,1.462962962962963
54,80,134,Xe,134Xe,0+,-88125.83443,10.436,,none,True,False,STABLE,,1.4814814814814814
54,81,135,Xe,135Xe,3/2+,-86413.365,,33004.8,chart,False,False,B-,B- = 100 ,1.5
54,82,136,Xe,136Xe,0+,-86429.17,8.857,6.9111144e+28,chart,False,False,OTHER,2B- = 100,1.5185185185185186
54,83,137,Xe,137Xe,7/2-,-82383.414,,229.26,chart,False,False,B-,B- = 100 ,1.537037037037037
54,84,138,Xe,138Xe,0+,-79972.244,,848.4000000000001,chart,False,False,B-,B- = 100 ,1.5555555555555556
54,85,139,Xe,139Xe,3/2-,-75644.586,,39.72,chart,False,False,B-,B- = 100 ,1.5740740740740742
54,86,140,Xe,140Xe,0+,-72986.461,,13.6,chart,False,False,B-,B- = 100 ,1.5925925925925926
54,87,141,Xe,141Xe,5/2(-),-68197.309,,1.72,chart,False,False,B-,"B- = 100,B-n = 0.044 0.005",1.6111111111111112
54,88,142,Xe,142Xe,0+,-65229.648,,1.227,chart,False,False,B-,"B- = 100,B-n = 0.355 0.074",1.6296296296296295
54,89,143,Xe,143Xe,5/2-,-60202.882,,0.511,chart,False,False,B-,"B- = 100,B-n = 1 0.15",1.6481481481481481
54,90,144,Xe,144Xe,0+,-56872.301,,0.388,chart,False,False,B-,"B- = 100,B-n = 3 0.3",1.6666666666666667
54,91,145,Xe,145Xe,,-51493.337,,0.188,chart,False,False,B-,"B-n = 5 0.6,B-2n?,B- = 100",1.6851851851851851
54,92,146,Xe,146Xe,0+,-47954.95,,0.146,chart,False,False,B-,"B- = 100 ,B-n = 6.9 1.5",1.7037037037037037
54,93,147,Xe,147Xe,,-42400.0,,0.088,chart,False,False,B-,"B-n = 8 ,B-2n?,B- = 100",1.7222222222222223
54,94,148,Xe,148Xe,0+,-38650.0,,0.085,chart,False,False,B-,"B-n?,B-2n?,B- = 100",1.7407407407407407
54,95,149,Xe,149Xe,,-33000.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.7592592592592593
54,96,150,Xe,150Xe,0+,-28990.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.7777777777777777
55,57,112,Cs,112Cs,(1+),-46415.0,,0.000488,chart,False,False,OTHER,"p = 100,a = 0.26",1.0363636363636364
55,58,113,Cs,113Cs,(3/2+),-51764.539,,1.68999999999e-05,chart,False,False,OTHER,p = 100,1.0545454545454545
55,59,114,Cs,114Cs,(1+),-54685.928,,0.57,chart,False,False,EC_BP,"EC+B+ = 99.982 0.006,a = 0.018 0.006,ECp = 8.7 1.3,ECa = 0.19 0.03",1.0727272727272728
55,60,115,Cs,115Cs,,-59699.0,,1.03,chart,False,False,EC_BP,"ECp ~ 0.07 ,EC+B+ = 100",1.0909090909090908
55,61,116,Cs,116Cs,(1+),-62043.0,,0.7,chart,False,False,EC_BP,"ECa = 0.049 0.025,EC+B+ = 100,ECp = 0.28 0.07",1.1090909090909091
55,62,117,Cs,117Cs,(9/2+),-66493.101,,8.4,chart,False,False,EC_BP,EC+B+ = 100 ,1.1272727272727272
55,63,118,Cs,118Cs,2(-),-68409.377,,14.0,chart,False,False,EC_BP,"ECa = 0.0024 ,EC+B+ = 100,ECp = 0.042 ",1.1454545454545455
55,64,119,Cs,119Cs,3/2+,-72305.061,,29.1,chart,False,False,EC_BP,EC+B+ = 100 ,1.1636363636363636
55,65,120,Cs,120Cs,2(+),-73888.649,,60.4,chart,False,False,EC_BP,"ECa = 0.000024 ,EC+B+ = 100,ECp = 0.00001 ",1.1818181818181819
55,66,121,Cs,121Cs,3/2+,-77102.342,,155.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2
55,67,122,Cs,122Cs,1+,-78144.769,,21.18,chart,False,False,EC_BP,EC+B+ = 100 ,1.2181818181818183
55,68,123,Cs,123Cs,1/2(+),-81043.657,,354.6,chart,False,False,EC_BP,EC+B+ = 100 ,1.2363636363636363
55,69,124,Cs,124Cs,1+,-81741.06,,30.9,chart,False,False,EC_BP,EC+B+ = 100 ,1.2545454545454546
55,70,125,Cs,125Cs,1/2+,-84089.742,,2661.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2727272727272727
55,71,126,Cs,126Cs,1+,-84350.683,,98.58,chart,False,False,EC_BP,EC+B+ = 100 ,1.290909090909091
55,72,127,Cs,127Cs,1/2+,-86240.027,,22500.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.309090909090909
55,73,128,Cs,128Cs,1+,-85931.773,,218.4,chart,False,False,EC_BP,EC+B+ = 100 ,1.3272727272727274
55,74,129,Cs,129Cs,1/2+,-87499.05,,115668.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3454545454545455
55,75,130,Cs,130Cs,1+,-86899.754,,1752.0,chart,False,False,EC_BP,"B- ~ 1.6 ,EC+B+ ~ 98.4 ",1.3636363636363635
55,76,131,Cs,131Cs,5/2+,-88055.574,,837043.2000000001,chart,False,False,EC_BP,EC = 100 ,1.3818181818181818
55,77,132,Cs,132Cs,2+,-87152.693,,559872.0,chart,False,False,EC_BP,"B- = 1.87 0.09,EC+B+ = 98.13 0.09",1.4
55,78,133,Cs,133Cs,7/2+,-88070.943,100.0,,none,True,False,STABLE,,1.4181818181818182
55,79,134,Cs,134Cs,4+,-86891.165,,65185378.56,chart,False,False,B-,"B- = 99.9997 0.0001,EC = 0.0003 0.0001",1.4363636363636363
55,80,135,Cs,135Cs,7/2+,-87581.956,,41971608000000.0,chart,False,False,B-,B- = 100 ,1.4545454545454546
55,81,136,Cs,136Cs,5+,-86338.855,,1124064.0,chart,False,False,B-,B- = 100 ,1.4727272727272727
55,82,137,Cs,137Cs,7/2+,-86545.772,,946948903.2,chart,False,False,B-,B- = 100 ,1.490909090909091
55,83,138,Cs,138Cs,3-,-82887.028,,1948.8,chart,False,False,B-,B- = 100 ,1.509090909090909
55,84,139,Cs,139Cs,7/2+,-80701.088,,555.0,chart,False,False,B-,B- = 100 ,1.5272727272727273
55,85,140,Cs,140Cs,1-,-77049.738,,64.0,chart,False,False,B-,B- = 100 ,1.5454545454545454
55,86,141,Cs,141Cs,7/2+,-74477.351,,24.86,chart,False,False,B-,"B- = 100 ,B-n = 0.036 0.004",1.5636363636363637
55,87,142,Cs,142Cs,0-,-70514.556,,1.687,chart,False,False,B-,"B- = 100,B-n = 0.0912 0.0035",1.5818181818181818
55,88,143,Cs,143Cs,3/2+,-67675.519,,1.795,chart,False,False,B-,"B- = 100,B-n = 1.62 0.15",1.6
55,89,144,Cs,144Cs,1(-),-63271.362,,0.993,chart,False,False,B-,"B- = 100,B-n = 2.98 0.08",1.6181818181818182
55,90,145,Cs,145Cs,3/2+,-60054.424,,0.588,chart,False,False,B-,"B- = 100,B-n = 13.01 0.37",1.6363636363636365
55,91,146,Cs,146Cs,1-,-55310.38,,0.322,chart,False,False,B-,"B-n = 14.2 0.4,B-2n?,B- = 100",1.6545454545454545
55,92,147,Cs,147Cs,(3/2+),-51920.073,,0.232,chart,False,False,B-,"B- = 100,B-n = 27.5 1.6",1.6727272727272726
55,93,148,Cs,148Cs,,-46910.95,,0.151,chart,False,False,B-,"B-n = 29 4.5,B-2n?,B- = 100",1.690909090909091
55,94,149,Cs,149Cs,,-43300.0,,0.112,chart,False,False,B-,"B-n = 25 4,B-2n?,B- = 100",1.709090909090909
55,95,150,Cs,150Cs,,-38170.0,,0.0808,chart,False,False,B-,"B-n ~ 44 ,B-2n?,B- = 100",1.7272727272727273
55,96,151,Cs,151Cs,,-34280.0,,0.059,chart,False,False,B-,"B-n?,B-2n?,B- = 100 ",1.7454545454545454
55,97,152,Cs,152Cs,,-29130.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100 ",1.7636363636363637
56,58,114,Ba,114Ba,0+,-45905.437,,0.41,chart,False,False,EC_BP,"EC+B+ = 99.1 0.3,a = 0.9 0.3,ECp = 20 10",1.0357142857142858
56,59,115,Ba,115Ba,(5/2+),-48920.0,,0.45,chart,False,False,EC_BP,"ECp = 15 ,EC+B+ = 100",1.0535714285714286
56,60,116,Ba,116Ba,0+,-54380.0,,1.3,chart,False,False,EC_BP,"ECp = 3 1,EC+B+ = 100",1.0714285714285714
56,61,117,Ba,117Ba,(3/2+),-57457.906,,1.75,chart,False,False,EC_BP,"ECa = 0.024 0.013,EC+B+ = 100,ECp = 13 3",1.0892857142857142
56,62,118,Ba,118Ba,0+,-62200.0,,5.2,chart,False,False,EC_BP,"ECp?,EC+B+ = 100",1.1071428571428572
56,63,119,Ba,119Ba,(5/2+),-64590.096,,5.4,chart,False,False,EC_BP,"ECp = 25 2,EC+B+ = 100",1.125
56,64,120,Ba,120Ba,0+,-68888.649,,24.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1428571428571428
56,65,121,Ba,121Ba,5/2+,-70744.847,,29.7,chart,False,False,EC_BP,"ECp = 0.02 0.01,EC+B+ = 100",1.1607142857142858
56,66,122,Ba,122Ba,0+,-74608.952,,117.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1785714285714286
56,67,123,Ba,123Ba,5/2(+),-75654.963,,144.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1964285714285714
56,68,124,Ba,124Ba,0+,-79089.786,,648.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2142857142857142
56,69,125,Ba,125Ba,1/2+,-79668.976,,198.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2321428571428572
56,70,126,Ba,126Ba,0+,-82669.913,,5916.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.25
56,71,127,Ba,127Ba,1/2+,-82817.955,,768.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2678571428571428
56,72,128,Ba,128Ba,0+,-85369.156,,209952.0,chart,False,False,EC_BP,EC = 100 ,1.2857142857142858
56,73,129,Ba,129Ba,1/2+,-85060.866,,8028.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3035714285714286
56,74,130,Ba,130Ba,0+,-87256.776,0.11,,none,True,False,STABLE,,1.3214285714285714
56,75,131,Ba,131Ba,1/2+,-86678.958,,995328.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3392857142857142
56,76,132,Ba,132Ba,0+,-88434.903,0.1,,none,True,False,STABLE,,1.3571428571428572
56,77,133,Ba,133Ba,1/2+,-87553.512,,332490873.6,chart,False,False,EC_BP,EC = 100 ,1.375
56,78,134,Ba,134Ba,0+,-88950.002,2.42,,none,True,False,STABLE,,1.3928571428571428
56,79,135,Ba,135Ba,3/2+,-87850.655,6.59,,none,True,False,STABLE,,1.4107142857142858
56,80,136,Ba,136Ba,0+,-88887.079,7.85,,none,True,False,STABLE,,1.4285714285714286
56,81,137,Ba,137Ba,3/2+,-87721.401,11.23,,none,True,False,STABLE,,1.4464285714285714
56,82,138,Ba,138Ba,0+,-88261.806,71.7,,none,True,False,STABLE,,1.4642857142857142
56,83,139,Ba,139Ba,7/2-,-84913.918,,4973.4,chart,False,False,B-,B- = 100 ,1.4821428571428572
56,84,140,Ba,140Ba,0+,-83267.905,,1101824.64,chart,False,False,B-,B- = 100 ,1.5
56,85,141,Ba,141Ba,3/2-,-79732.492,,1094.4,chart,False,False,B-,B- = 100 ,1.5178571428571428
56,86,142,Ba,142Ba,0+,-77842.257,,630.6,chart,False,False,B-,B- = 100 ,1.5357142857142858
56,87,143,Ba,143Ba,5/2-,-73937.205,,14.38,chart,False,False,B-,B- = 100 ,1.5535714285714286
56,88,144,Ba,144Ba,0+,-71767.13,,11.7,chart,False,False,B-,B- = 100,1.5714285714285714
56,89,145,Ba,145Ba,5/2-,-67516.183,,3.99,chart,False,False,B-,B- = 100 ,1.5892857142857142
56,90,146,Ba,146Ba,0+,-64866.269,,2.16,chart,False,False,B-,B- = 100 ,1.6071428571428572
56,91,147,Ba,147Ba,(5/2-),-60264.036,,0.894,chart,False,False,B-,"B- = 100 ,B-n = 0.071 0.044",1.625
56,92,148,Ba,148Ba,0+,-57544.911,,0.619,chart,False,False,B-,"B- = 100 ,B-n = 0.389 0.332",1.6428571428571428
56,93,149,Ba,149Ba,"(5/2-),(3/2-)",-52830.62,,0.352,chart,False,False,B-,"B- = 100 ,B-n = 3.9 1.2",1.6607142857142858
56,94,150,Ba,150Ba,0+,-49889.799,,0.258,chart,False,False,B-,"B- = 100 ,B-n = 1 0.5",1.6785714285714286
56,95,151,Ba,151Ba,,-44940.0,,0.167,chart,False,False,B-,"B- = 100 ,B-n?",1.6964285714285714
56,96,152,Ba,152Ba,0+,-41610.0,,0.14,chart,False,False,B-,"B- = 100 ,B-n?",1.7142857142857142
56,97,153,Ba,153Ba,,-36470.0,,0.113,chart,False,False,B-,"B-n?,B-2n?,B- = 100 ",1.7321428571428572
56,98,154,Ba,154Ba,0+,-32920.0,,0.053,chart,False,False,B-,"B- = 100 ,B-n?",1.75
57,60,117,La,117La,(3/2+),-46271.0,,0.0217,chart,False,False,OTHER,p = 100,1.0526315789473684
57,63,120,La,120La,,-57570.0,,2.8,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 ",1.105263157894737
57,64,121,La,121La,,-62190.0,,5.3,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 ",1.1228070175438596
57,65,122,La,122La,,-64543.0,,8.7,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 ",1.1403508771929824
57,66,123,La,123La,,-68651.0,,16.3,chart,False,False,EC_BP,EC+B+ = 100 ,1.1578947368421053
57,67,124,La,124La,"(1),(2),(3)",-70258.617,,21.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1754385964912282
57,68,125,La,125La,(11/2-),-73759.492,,64.8,chart,False,False,EC_BP,EC+B+ = 100 ,1.1929824561403508
57,69,126,La,126La,"(4),(5)",-74973.476,,54.0,chart,False,False,EC_BP,EC+B+ = 100,1.2105263157894737
57,70,127,La,127La,(11/2-),-77896.116,,306.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2280701754385965
57,71,128,La,128La,(5+),-78625.439,,306.0,chart,False,False,EC_BP,EC+B+ = 100,1.2456140350877194
57,72,129,La,129La,(3/2+),-81323.541,,696.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.263157894736842
57,73,130,La,130La,3(+),-81627.374,,522.0,chart,False,False,EC_BP,EC+B+ = 100,1.280701754385965
57,74,131,La,131La,3/2+,-83769.265,,3540.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2982456140350878
57,75,132,La,132La,2-,-83723.578,,16488.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3157894736842106
57,76,133,La,133La,5/2+,-85494.392,,14004.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3333333333333333
57,77,134,La,134La,1+,-85218.659,,387.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3508771929824561
57,78,135,La,135La,5/2+,-86643.458,,68220.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.368421052631579
57,79,136,La,136La,1+,-86037.488,,592.1999999999999,chart,False,False,EC_BP,EC+B+ = 100 ,1.3859649122807018
57,80,137,La,137La,7/2+,-87140.865,,1893456000000.0,chart,False,False,EC_BP,EC = 100 ,1.4035087719298245
57,81,138,La,138La,5+,-86513.408,0.08881,3.2436702942831e+18,chart,False,False,EC_BP,"B- = 34.5 0.4,EC+B+ = 65.5 0.4",1.4210526315789473
57,82,139,La,139La,7/2+,-87222.381,99.91119,,none,True,False,STABLE,,1.4385964912280702
57,83,140,La,140La,3-,-84312.059,,145022.4,chart,False,False,B-,B- = 100 ,1.456140350877193
57,84,141,La,141La,(7/2+),-82929.844,,14148.0,chart,False,False,B-,B- = 100 ,1.4736842105263157
57,85,142,La,142La,2-,-80023.95,,5508.0,chart,False,False,B-,B- = 100 ,1.4912280701754386
57,86,143,La,143La,(7/2)+,-78171.467,,845.4,chart,False,False,B-,B- = 100 ,1.5087719298245614
57,87,144,La,144La,3-,-74849.66,,40.8,chart,False,False,B-,B- = 100,1.5263157894736843
57,88,145,La,145La,(5/2+),-72835.325,,24.8,chart,False,False,B-,B- = 100 ,1.543859649122807
57,89,146,La,146La,(2-),-69221.174,,6.1,chart,False,False,B-,B- = 100,1.5614035087719298
57,90,147,La,147La,(5/2+),-66678.397,,4.024,chart,False,False,B-,"B- = 100 ,B-n = 0.043 0.004",1.5789473684210527
57,91,148,La,148La,(2-),-62708.742,,1.411,chart,False,False,B-,"B- = 100 ,B-n = 0.192 +0.048-0.049",1.5964912280701755
57,92,149,La,149La,(3/2-),-60219.921,,1.085,chart,False,False,B-,"B- = 100 ,B-n = 1.41 0.33",1.6140350877192982
57,93,150,La,150La,(3+),-56311.147,,0.51,chart,False,False,B-,"B- = 100 ,B-n = 2.69 0.34",1.631578947368421
57,94,151,La,151La,,-53310.339,,0.457,chart,False,False,B-,"B- = 100 ,B-n?",1.6491228070175439
57,95,152,La,152La,,-49290.0,,0.298,chart,False,False,B-,"B- = 100 ,B-n?",1.6666666666666667
57,96,153,La,153La,,-46060.0,,0.244,chart,False,False,B-,"B- = 100 ,B-n?",1.6842105263157894
57,97,154,La,154La,,-41530.0,,0.163,chart,False,False,B-,"B-n?,B-2n?,B- = 100 ",1.7017543859649122
57,98,155,La,155La,,-37930.0,,0.1,chart,False,False,B-,"B-n?,B-2n?,B- = 100 ",1.719298245614035
57,99,156,La,156La,,-33050.0,,0.084,chart,False,False,B-,"B-n?,B-2n?,B- = 100 ",1.736842105263158
57,100,157,La,157La,,-29070.0,,,none,False,False,B-,"B-n?,B-2n?,B- = 100",1.7543859649122806
58,63,121,Ce,121Ce,(5/2),-52690.0,,1.1,chart,False,False,EC_BP,"ECp ~ 1 ,EC+B+ = 100 ",1.0862068965517242
58,64,122,Ce,122Ce,0+,-57874.0,,,none,False,False,EC_BP,"ECp?,EC+B+ = 100",1.103448275862069
58,65,123,Ce,123Ce,(5/2),-60286.0,,3.8,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 ",1.1206896551724137
58,66,124,Ce,124Ce,0+,-64916.0,,9.1,chart,False,False,EC_BP,EC+B+ = 100 ,1.1379310344827587
58,67,125,Ce,125Ce,(7/2-),-66658.0,,9.7,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 ",1.1551724137931034
58,68,126,Ce,126Ce,0+,-70820.565,,51.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1724137931034482
58,69,127,Ce,127Ce,(1/2+),-71979.344,,34.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.1896551724137931
58,70,128,Ce,128Ce,0+,-75533.925,,240.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.206896551724138
58,71,129,Ce,129Ce,(5/2+),-76287.504,,210.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2241379310344827
58,72,130,Ce,130Ce,0+,-79422.913,,1374.0,chart,False,False,EC_BP,EC+B+ = 100,1.2413793103448276
58,73,131,Ce,131Ce,7/2+,-79708.448,,618.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2586206896551724
58,74,132,Ce,132Ce,0+,-82468.688,,12636.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.2758620689655173
58,75,133,Ce,133Ce,1/2+,-82418.223,,5820.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.293103448275862
58,76,134,Ce,134Ce,0+,-84832.898,,278208.0,chart,False,False,EC_BP,EC = 100 ,1.3103448275862069
58,77,135,Ce,135Ce,1/2(+),-84616.308,,63720.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3275862068965518
58,78,136,Ce,136Ce,0+,-86508.55,0.186,,none,True,False,STABLE,,1.3448275862068966
58,79,137,Ce,137Ce,3/2+,-85918.765,,32796.0,chart,False,False,EC_BP,EC+B+ = 100 ,1.3620689655172413
58,80,138,Ce,138Ce,0+,-87565.867,0.251,,none,True,False,STABLE,,1.3793103448275863
58,81,139,Ce,139Ce,3/2+,-86957.741,,11892095.999999998,chart,False,False,EC_BP,EC = 100 ,1.396551724137931
58,82,140,Ce,140Ce,0+,-88074.227,88.449,,none,True,False,STABLE,,1.4137931034482758
58,83,141,Ce,141Ce,7/2-,-85431.058,,2808345.6,chart,False,False,B-,B- = 100 ,1.4310344827586208
58,84,142,Ce,142Ce,0+,-84532.896,11.114,,none,True,False,STABLE,,1.4482758620689655
58,85,143,Ce,143Ce,3/2-,-81606.378,,118933.2,chart,False,False,B-,B- = 100 ,1.4655172413793103
58,86,144,Ce,144Ce,0+,-80431.942,,24614150.4,chart,False,False,B-,B- = 100,1.4827586206896552
58,87,145,Ce,145Ce,(5/2-),-77067.059,,181.2,chart,False,False,B-,B- = 100 ,1.5
58,88,146,Ce,146Ce,0+,-75625.868,,793.2,chart,False,False,B-,B- = 100 ,1.5172413793103448
58,89,147,Ce,147Ce,(5/2-),-72013.902,,56.4,chart,False,False,B-,B- = 100 ,1.5344827586206897
58,90,148,Ce,148Ce,0+,-70398.424,,56.8,chart,False,False,B-,B- = 100 ,1.5517241379310345
58,91,149,Ce,149Ce,(3/2-),-66669.921,,5.2,chart,False,False,B-,B- = 100 ,1.5689655172413792
58,92,150,Ce,150Ce,0+,-64846.863,,6.05,chart,False,False,B-,B- = 100 ,1.5862068965517242
58,93,151,Ce,151Ce,(3/2-),-61225.058,,1.74,chart,False,False,B-,B- = 100 ,1.603448275862069
58,94,152,Ce,152Ce,0+,-58980.0,,1.42,chart,False,False,B-,B- = 100 ,1.6206896551724137
58,95,153,Ce,153Ce,,-54910.0,,0.865,chart,False,False,B-,"B- = 100 ,B-n?",1.6379310344827587
58,96,154,Ce,154Ce,0+,-52220.0,,0.722,chart,False,False,B-,"B- = 100 ,B-n?",1.6551724137931034
58,97,155,Ce,155Ce,,-47780.0,,0.313,chart,False,False,B-,"B- = 100 ,B-n?",1.6724137931034482
58,98,156,Ce,156Ce,0+,-44820.0,,0.233,chart,False,False,B-,"B- = 100 ,B-n?",1.6896551724137931
58,99,157,Ce,157Ce,,-39930.0,,0.175,chart,False,False,B-,"B- = 100 ,B-n?",1.706896551724138
58,100,158,Ce,158Ce,0+,-36540.0,,0.099,chart,False,False,B-,"B- = 100 ,B-n?",1.7241379310344827
59,62,121,Pr,121Pr,(3/2),-41551.0,,0.01,chart,False,False,OTHER,p ~ 100 ,1.0508474576271187
59,65,124,Pr,124Pr,,-53151.0,,1.2,chart,False,False,EC_BP,"ECp = 0 ,EC+B+ = 100 ",1.1016949152542372
59,66,125,Pr,125Pr,(3/2+),-58070.0,,3.3,chart,False,False,EC_BP,"ECp?,EC+B+ = 100 ",1.11864406779661
